id,Age,Working_class,fnlwgt,education,education_num,marital_status,Occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,earning
7492,18, ?,184101, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,25, United-States,1
7493,29, Local-gov,142443, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
7494,34, Local-gov,124827, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7495,60, Private,31577, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
7496,59, Private,108496, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
7497,50, Private,176240, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
7498,26, Federal-gov,337575, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
7499,44, Private,214242, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
7500,48, Private,162816, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,1
7501,52, State-gov,314627, Masters,14, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,1
7502,42, Private,23157, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
7503,19, Private,389755, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States,1
7504,33, Private,182556, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7505,42, Private,155972, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
7506,20, Private,325033, 12th,8, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States,0
7507,28, Private,217200, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,1
7508,60, Private,178050, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,38, United-States,1
7509,17, Private,31007, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,1
7510,52, Private,150393, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
7511,42, Private,29962, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
7512,38, Private,216319, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China,0
7513,29, Private,133136, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
7514,56, Private,250873, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
7515,21, Private,198050, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,1
7516,53, Private,194791, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,1
7517,32, Private,144949, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
7518,70, Self-emp-not-inc,177199, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, United-States,1
7519,32, Self-emp-inc,169152, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,10520,0,80, Greece,0
7520,39, ?,180868, 11th,7, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States,1
7521,40, Self-emp-not-inc,167081, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,3103,0,50, United-States,1
7522,36, Federal-gov,106297, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7523,46, Private,97883, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,1
7524,46, Private,106092, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
7525,65, Self-emp-not-inc,145628, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
7526,53, Private,85423, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
7527,48, Self-emp-not-inc,177783, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,1
7528,46, Private,120080, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
7529,48, State-gov,85384, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
7530,56, Private,238638, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
7531,52, Local-gov,108083, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
7532,41, Local-gov,66118, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,25, United-States,1
7533,31, Self-emp-not-inc,181485, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States,0
7534,48, Private,164200, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
7535,64, State-gov,550848, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7536,23, Local-gov,23438, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
7537,31, Private,257863, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States,1
7538,67, Private,279980, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,10605,0,10, United-States,0
7539,44, ?,468706, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States,1
7540,35, Local-gov,191779, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
7541,25, Private,212302, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,1
7542,46, Private,99835, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
7543,29, Private,163167, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
7544,43, Private,133584, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
7545,29, Private,203697, Bachelors,13, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,75, United-States,1
7546,44, Federal-gov,206927, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,0
7547,26, Private,125680, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,16, Japan,1
7548,52, Private,89041, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
7549,18, Private,32244, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,594,0,30, United-States,1
7550,39, Private,169249, HS-grad,9, Separated, Other-service, Other-relative, Black, Male,0,0,40, United-States,1
7551,34, Private,162442, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,0
7552,69, Private,197080, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,9386,0,60, United-States,0
7553,58, Private,111394, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
7554,19, Private,168294, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,1
7555,18, Private,271935, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,1
7556,46, Private,138370, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1651,40, China,1
7557,20, Private,203240, 9th,5, Never-married, Sales, Own-child, White, Female,0,0,32, United-States,1
7558,28, Private,210867, 11th,7, Divorced, Sales, Own-child, White, Male,0,0,40, United-States,1
7559,45, Private,232586, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
7560,18, Private,362302, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,1
7561,69, Private,185691, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States,1
7562,44, Private,286750, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States,0
7563,62, Private,159908, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States,0
7564,46, Self-emp-not-inc,95256, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,1
7565,49, Self-emp-not-inc,79627, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
7566,30, Private,147921, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States,1
7567,38, Self-emp-not-inc,280169, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States,0
7568,58, Private,281792, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
7569,79, Self-emp-inc,183686, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States,0
7570,34, State-gov,118551, Bachelors,13, Married-civ-spouse, Tech-support, Own-child, White, Female,5178,0,25, ?,0
7571,41, Private,153031, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,0
7572,41, Local-gov,384236, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,1
7573,56, Private,140136, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, United-States,0
7574,69, Private,312653, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States,1
7575,53, Local-gov,176059, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States,1
7576,26, State-gov,34965, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States,1
7577,26, Private,211435, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,1
7578,33, Private,236396, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,0
7579,50, State-gov,103063, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7580,46, State-gov,248895, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7581,58, Self-emp-inc,329793, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
7582,52, Private,247806, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,0
7583,32, Self-emp-inc,317660, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,0
7584,19, Private,259352, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,1
7585,49, Private,213897, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Japan,0
7586,23, Private,133239, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,1
7587,31, Private,134613, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,43, United-States,1
7588,18, Private,338836, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,1
7589,50, Private,83311, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7590,26, Private,283715, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,1
7591,47, Private,168232, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,44, United-States,0
7592,24, Private,68577, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
7593,35, Private,160120, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0
7594,28, Federal-gov,188278, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States,1
7595,33, Private,279231, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States,0
7596,24, Private,29810, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States,1
7597,48, Self-emp-not-inc,328606, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,14084,0,63, United-States,0
7598,47, Local-gov,37672, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,1
7599,29, State-gov,133846, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,1
7600,27, Private,266973, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,1
7601,44, Private,32185, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,70, United-States,1
7602,46, Private,147640, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States,1
7603,19, ?,308064, HS-grad,9, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States,1
7604,33, Private,104525, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1
7605,49, Local-gov,98738, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
7606,42, Self-emp-inc,190044, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,52, United-States,0
7607,37, Federal-gov,203070, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,1
7608,18, Private,231193, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States,1
7609,34, Private,111985, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
7610,31, Private,273818, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, Mexico,1
7611,56, Private,367200, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States,1
7612,22, Private,123876, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,1
7613,35, Private,180647, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,1
7614,43, State-gov,230961, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
7615,33, Private,460408, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,3325,0,50, United-States,1
7616,25, Private,161027, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,5178,0,40, United-States,0
7617,23, Private,165474, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
7618,33, Private,172304, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
7619,37, Private,344480, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,1
7620,22, Private,212114, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States,1
7621,43, Private,303051, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,0
7622,36, Private,185405, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,0
7623,38, Private,110607, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,32, United-States,1
7624,22, Private,254547, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,30, Jamaica,1
7625,40, Private,171305, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,60, United-States,0
7626,50, Private,112873, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
7627,53, State-gov,156877, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,35, United-States,0
7628,25, Private,371987, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1
7629,26, Private,236068, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,20, United-States,1
7630,27, Self-emp-not-inc,442612, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,0
7631,36, Self-emp-not-inc,151094, Assoc-voc,11, Separated, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States,1
7632,67, Self-emp-inc,76860, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,0
7633,41, Local-gov,575442, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
7634,32, Private,170017, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
7635,25, Private,308144, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,1
7636,37, Federal-gov,33487, Some-college,10, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States,1
7637,30, Self-emp-inc,127651, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States,0
7638,42, Private,136419, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
7639,41, Private,166740, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
7640,43, Private,222596, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Poland,0
7641,20, Private,284737, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,1
7642,80, Private,87518, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,1816,60, United-States,1
7643,60, Self-emp-not-inc,205246, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,2559,50, United-States,0
7644,35, Self-emp-not-inc,190895, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States,1
7645,65, Private,36209, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,22, United-States,0
7646,37, Self-emp-not-inc,107737, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
7647,29, Private,244395, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,1
7648,34, Self-emp-not-inc,345705, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
7649,23, Private,148709, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35, United-States,1
7650,65, Private,109351, 9th,5, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,24, United-States,1
7651,46, Self-emp-not-inc,176319, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,7298,0,40, United-States,0
7652,47, Private,160440, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
7653,59, Federal-gov,115389, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,1
7654,37, Private,109633, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States,0
7655,27, Private,130067, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States,1
7656,62, Self-emp-inc,245491, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,99999,0,40, United-States,0
7657,33, Private,232475, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
7658,90, Private,52386, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States,1
7659,44, Private,167955, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland,1
7660,24, Private,153082, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States,1
7661,63, Private,117473, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,40, United-States,0
7662,17, Self-emp-not-inc,181317, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States,1
7663,17, ?,297117, 11th,7, Never-married, ?, Own-child, White, Female,0,0,40, United-States,1
7664,31, Self-emp-not-inc,204052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
7665,37, Private,409189, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
7666,38, Private,108140, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States,0
7667,20, Private,190423, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,1
7668,33, State-gov,121245, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
7669,49, Private,34545, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States,0
7670,31, Private,356689, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,1
7671,69, Private,122850, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States,1
7672,58, Private,71283, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States,0
7673,61, Federal-gov,230545, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Puerto-Rico,1
7674,51, Private,55507, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,1
7675,44, Private,123572, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,1
7676,40, Private,100292, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States,0
7677,52, Private,198863, Prof-school,15, Divorced, Exec-managerial, Not-in-family, White, Male,0,2559,60, United-States,0
7678,40, Private,168071, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,3325,0,40, United-States,1
7679,67, Self-emp-not-inc,191380, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,25, United-States,0
7680,54, Self-emp-inc,159219, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States,0
7681,59, Private,272087, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
7682,33, Private,155475, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
7683,24, Private,300584, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,1
7684,31, Private,179186, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,90, United-States,0
7685,54, Private,199307, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,48, United-States,1
7686,44, Private,116632, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
7687,33, Private,186824, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
7688,64, Private,47298, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
7689,45, Private,189890, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,5455,0,38, United-States,1
7690,43, Private,233851, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1
7691,40, Private,84136, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States,1
7692,75, ?,164849, 9th,5, Married-civ-spouse, ?, Husband, Black, Male,1409,0,5, United-States,1
7693,47, Private,102569, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
7694,42, Private,256813, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
7695,55, Private,127728, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
7696,41, Private,173938, Prof-school,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, ?,0
7697,27, Private,277760, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,1
7698,24, Private,200819, 12th,8, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,1
7699,31, Private,340917, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,14344,0,40, United-States,0
7700,36, Self-emp-inc,180477, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
7701,39, Self-emp-inc,172927, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,0
7702,37, Private,545483, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,1
7703,52, Self-emp-inc,229259, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
7704,39, Private,172186, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7705,49, Private,199448, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,1
7706,23, Local-gov,210781, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States,1
7707,56, Local-gov,291529, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
7708,53, Self-emp-inc,55139, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
7709,45, Local-gov,348172, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States,0
7710,40, Federal-gov,330174, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,0
7711,61, ?,30475, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
7712,20, Private,210781, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,1
7713,37, Private,129263, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States,1
7714,61, Self-emp-inc,113544, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
7715,60, State-gov,358893, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,2339,40, United-States,1
7716,37, Private,291981, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,1
7717,49, Federal-gov,195437, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States,0
7718,24, Private,402778, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States,1
7719,22, Private,109482, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,98, United-States,1
7720,44, Local-gov,101593, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1876,42, United-States,1
7721,34, Local-gov,177675, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,0
7722,20, Private,275691, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States,1
7723,50, Federal-gov,166419, 11th,7, Never-married, Sales, Not-in-family, Black, Female,3674,0,40, United-States,1
7724,55, Private,158651, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
7725,41, State-gov,309056, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
7726,46, Private,105253, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States,0
7727,29, Private,126399, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,32, United-States,1
7728,28, Private,161607, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,1
7729,33, Local-gov,120064, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,1
7730,59, Self-emp-not-inc,32552, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States,1
7731,73, Local-gov,232871, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,2228,0,10, United-States,1
